label,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x_max,x_min,x_diff,y_max,y_min,y_diff
0,902.00064,460.50012,894.69060,455.18577,887.32654,449.46544,879.87303,443.66338,872.29469,438.10379,864.55609,433.11092,856.60381,428.76345,848.28167,423.79926,839.92076,424.54441,836.00064,433.00008,902.0006399999997,836.00064,65.99999999999977,460.50012000000004,423.79926296444705,36.700857035552986
0,898.50048,461.00016,892.83478,453.82221,887.51820,446.60244,882.50445,439.27014,877.74723,431.75463,873.20026,423.98520,868.80457,415.92462,864.21277,408.29789,859.50282,400.91164,860.99904,397.00044,898.50048,859.5028154028216,38.997664597178414,461.00016,397.00044,63.99971999999997
0,914.00064,471.49992,910.14588,461.98814,907.30532,452.37346,905.28357,442.60222,903.88521,432.62075,903.05334,422.41811,904.48232,412.52446,909.83910,403.93958,917.99201,398.03813,927.99936,396.50040,927.99936,903.0533379287785,24.946022071221478,471.49992000000003,396.5004,74.99952000000002
0,986.00064,363.49992,1001.07987,362.67140,1015.44636,367.06016,1028.66007,374.31778,1040.90081,383.09767,1052.33683,392.89813,1062.65267,403.82393,1072.11213,415.55450,1081.34850,427.48311,1090.99968,438.99948,1090.99968,986.0006400000002,104.9990399999997,438.99948,362.6714049333132,76.32807506668678
0,970.99968,438.99948,987.54555,437.88258,1003.57887,441.07697,1019.71590,444.75180,1035.74551,448.41168,1050.63627,455.19334,1064.99316,463.46346,1079.50423,471.20533,1093.82765,479.18585,1107.50016,488.50020,1107.50016,970.9996800000004,136.5004799999997,488.5002,437.88257678223016,50.61762321776985
0,968.99904,403.49988,990.70005,397.99229,1012.84274,395.61900,1035.24518,394.79662,1057.53634,395.86429,1079.25120,400.86673,1100.68210,407.49324,1121.90504,414.38670,1142.49485,422.76878,1161.99936,434.00016,1161.99936,968.9990400000003,193.00031999999976,434.00016,394.7966221676297,39.20353783237027
0,963.00096,542.50020,961.73173,536.30461,959.99321,530.13170,958.96379,523.87256,959.82232,517.42483,963.89459,512.93105,970.47660,513.41160,976.33453,515.67876,981.40972,519.24884,986.00064,523.99980,986.0006400000001,958.963785791233,27.036854208767068,542.5002,512.9310476784177,29.569152321582237
0,891.50016,546.50052,885.76441,540.24619,881.94743,535.48274,879.41400,530.79283,877.52890,524.75912,877.44550,518.31897,884.22118,520.73325,888.98850,524.33971,893.10123,528.72743,898.50048,533.99952,898.50048,877.4455028997667,21.054977100233373,546.50052,518.318972777707,28.181547222293034
0,886.50048,522.49968,892.13086,524.73932,897.02863,528.52237,902.15636,531.93790,907.18331,535.39950,911.73931,539.48381,916.00445,543.96072,920.22334,548.50556,924.64058,552.79362,929.50080,556.50024,929.5008,886.5004799999999,43.0003200000001,556.50024,522.49968,34.00055999999995
0,945.00096,496.99980,937.75528,494.97495,933.31697,489.15556,929.28601,482.78170,923.26238,479.09344,918.62089,481.97167,921.31935,489.13704,922.70029,495.20817,924.84819,501.14832,930.00000,507.99960,945.00096,918.620890921771,26.380069078228985,507.9996,479.0934371113708,28.906162888629183
0,879.00096,538.99992,877.46208,534.82515,876.52460,529.33821,877.21298,524.07783,880.47377,520.54060,885.45270,519.23718,890.48882,519.73433,895.24795,521.62707,899.49653,524.51560,903.00096,528.00012,903.00096,876.524604485576,26.47635551442397,538.9999199999999,519.2371788770047,19.76274112299518
0,945.50016,500.00004,940.98240,495.97893,938.13758,491.81523,936.32310,487.51648,934.89637,483.09026,933.21480,478.54411,930.63579,473.88561,927.95376,469.30163,932.31099,466.66947,936.00000,470.49984,945.5001599999998,927.9537604434774,17.546399556522374,500.0000399999999,466.66946979029507,33.33057020970483
0,950.49984,513.00000,956.70059,517.09119,961.50000,523.38852,966.41046,529.19653,971.45163,534.87753,976.57543,540.59978,981.71213,546.36941,986.79169,552.19014,991.74406,558.06568,996.49920,563.99976,996.4992,950.49984,45.999360000000024,563.9997599999999,513.0,50.999759999999924
0,892.99968,519.00048,901.30370,513.03313,911.06023,510.44030,921.20308,510.73062,931.00485,513.20027,940.56021,516.63697,949.99998,520.26387,959.31662,524.12306,968.49020,528.33009,977.50080,533.00052,977.5008,892.9996800000002,84.50111999999979,533.0005199999999,510.4402950221553,22.560224977844655
0,870.00000,533.49948,869.90078,531.14555,869.11903,525.08226,869.33498,519.10556,872.19736,516.95641,876.93543,518.13728,881.24431,519.26482,885.12061,520.78294,888.67030,523.31893,891.99936,527.50008,891.99936,869.1190334966639,22.880326503336164,533.4994799999998,516.9564129277645,16.543067072235317
0,1011.00096,415.49976,1027.41171,409.24429,1044.83776,409.68269,1061.89367,413.90007,1078.25764,420.04194,1094.07967,427.52444,1108.93880,436.70540,1122.88471,447.31373,1136.28228,458.64754,1149.50016,469.99980,1149.5001599999998,1011.00096,138.49919999999986,469.9998,409.24429176750925,60.75550823249074
0,874.99968,524.99988,884.85929,519.07207,895.96233,520.44275,907.22410,522.52564,918.15810,525.07804,928.66935,529.38087,938.83050,534.48337,948.76335,539.89883,958.60678,545.45952,968.49984,550.99980,968.49984,874.99968,93.50015999999994,550.9998,519.0720714136683,31.927728586331796
0,812.00064,471.99996,828.75485,462.52152,845.98468,454.13372,863.66669,446.67918,881.77875,440.04506,900.32357,434.98549,919.31064,432.84223,938.58634,432.91598,957.90000,433.28211,976.99968,432.00000,976.99968,812.00064,164.99904000000004,471.99996,432.0,39.99995999999999
0,987.50016,484.49988,987.37074,472.57760,987.76928,460.02847,990.52999,448.13338,997.09680,437.99882,1006.15551,429.55244,1016.61407,423.75468,1028.68658,420.77099,1041.40390,419.99560,1050.00000,427.49964,1050.0,987.3707432254245,62.62925677457554,484.4998800000001,419.9956007537695,64.50427924623057
0,1082.00064,497.99988,1068.34832,486.95678,1054.94377,475.60150,1041.63575,464.12939,1028.27301,452.73579,1014.72666,441.58039,1001.05609,430.52219,986.96157,420.02912,971.31645,412.08341,954.49920,407.00016,1082.0006400000004,954.4992,127.50144000000046,497.99988000000013,407.00016,90.99972000000014
0,987.99936,473.00004,988.38480,461.96639,990.89775,451.13334,995.71004,441.17440,1002.89981,432.75736,1011.99372,426.49050,1022.32311,422.45185,1033.24499,420.55663,1044.16608,421.47683,1054.50048,425.99952,1054.50048,987.9993600000001,66.50111999999979,473.00004,420.55663283921973,52.44340716078028
0,770.00064,435.00024,795.63833,433.70974,821.22981,434.85242,846.72109,437.73666,872.01980,441.96621,896.91259,448.07792,921.24281,456.19560,944.97294,465.90644,968.18977,476.80737,991.00032,488.50020,991.00032,770.0006399999999,220.99968000000013,488.5002,433.70974093177296,54.79045906822705
0,866.49984,467.49960,877.70148,465.87259,888.83975,466.83219,899.87326,469.21429,910.73556,472.19327,921.28315,476.00513,931.45345,480.79385,941.32206,486.27066,950.97522,492.11339,960.49920,497.99988,960.4992000000001,866.4998399999998,93.99936000000025,497.99988,465.872588049278,32.127291950722
0,836.99904,488.50020,851.99995,483.34951,867.70083,482.61056,883.57724,483.83822,898.95710,487.12171,913.43413,493.42511,927.59321,500.61998,941.42990,508.15955,954.41276,516.96843,966.00000,528.00012,966.0000000000001,836.9990399999998,129.0009600000003,528.00012,482.61056252847845,45.389557471521584
0,800.99904,452.00052,818.84727,444.43441,837.29903,438.65651,856.19796,434.36592,875.38529,431.54639,894.69706,431.11881,914.03476,432.54616,933.32915,434.36145,952.39024,437.39036,970.99968,442.99980,970.99968,800.99904,170.00063999999998,452.00052000000005,431.11881471388057,20.881705286119484
0,886.99968,373.49964,930.42218,368.82663,974.06547,366.30031,1017.76472,366.24359,1061.36020,368.93018,1104.77002,373.87967,1147.97793,380.29515,1190.96596,388.09882,1233.56173,397.75814,1275.50016,410.00040,1275.50016,886.9996800000001,388.5004799999999,410.0004,366.2435883485999,43.756811651400085
0,778.99968,357.00048,815.42533,366.96328,850.57754,380.46866,885.52230,394.70286,920.81060,408.09293,955.08926,423.66434,988.37807,441.44510,1021.88747,458.73930,1055.27311,476.22650,1088.00064,494.99964,1088.00064,778.9996799999999,309.0009600000001,494.99964,357.00048,137.99916000000002
0,879.99936,388.49976,907.01250,384.15677,934.06180,378.95973,961.25283,375.62655,988.63191,376.21820,1015.93280,379.31564,1042.95059,383.89101,1069.62244,390.25430,1095.84385,398.34100,1121.50080,408.00024,1121.5008,879.99936,241.50144,408.00024,375.6265506534998,32.373689346500214
0,998.00064,542.00016,991.86314,533.32321,985.14412,525.17630,977.99130,517.42144,970.55242,509.92066,962.97477,502.53663,955.35888,495.20010,947.71865,487.95312,940.05543,480.59767,931.00032,475.50024,998.0006400000001,931.00032,67.0003200000001,542.0001599999999,475.50024,66.49991999999992
0,830.99904,372.99960,864.42006,370.85775,897.93403,370.69240,931.36235,372.82937,964.53901,377.46013,997.36051,384.15065,1029.87399,392.20553,1062.17503,401.14033,1093.88700,411.82333,1124.49984,425.49948,1124.49984,830.9990399999998,293.50080000000014,425.49948,370.69240229984416,54.807077700155844
0,881.50080,371.00052,916.39256,378.97364,951.33978,386.92872,986.13263,395.49590,1020.56235,405.30204,1054.59693,416.43679,1088.55863,427.90556,1122.34985,439.79446,1155.37148,453.50409,1186.99968,470.49984,1186.9996800000001,881.5008000000001,305.49888,470.49984,371.0005200000001,99.4993199999999
0,829.00032,360.49968,857.13343,364.65316,885.13395,369.47737,913.00464,375.04430,940.74011,381.44211,968.08465,389.25555,994.56397,399.47331,1020.42474,411.35225,1046.34289,423.12217,1072.99968,433.00008,1072.99968,829.00032,243.9993599999999,433.00008,360.49967999999996,72.50040000000007
0,811.00032,361.49976,839.66570,356.68387,868.60221,353.54031,897.67171,352.26330,926.73605,353.04705,955.66526,355.97651,984.36001,360.73311,1012.75140,367.00533,1040.80739,374.64063,1068.49920,383.50044,1068.4992,811.00032,257.49888,383.50043999999997,352.2632993707145,31.237140629285477
0,913.00032,363.49992,943.36185,366.98939,973.30252,372.83962,1002.84187,380.55555,1031.99960,389.64209,1060.84705,399.60387,1089.56439,409.97849,1118.02942,420.99597,1145.81936,433.53524,1172.49984,448.50024,1172.49984,913.0003200000001,259.49951999999985,448.50023999999996,363.49992000000003,85.00031999999993
0,841.49952,362.99988,868.47391,367.13219,895.26551,372.66778,921.60553,379.95878,947.24417,389.31477,972.29589,400.22729,997.17466,411.53309,1022.01918,422.86256,1046.80361,434.31618,1071.50016,446.00004,1071.50016,841.4995199999998,230.0006400000002,446.00004,362.99988,83.00016
0,894.49920,361.99980,927.83319,367.43072,961.14589,373.60385,994.17186,381.10553,1026.64577,390.52171,1058.49344,401.90622,1090.19658,413.76560,1121.87781,425.62077,1153.12572,438.49631,1183.49952,453.49956,1183.49952,894.4992000000001,289.00032,453.49956,361.9998,91.49975999999998
0,742.99968,450.00036,759.06023,441.50808,776.12559,436.71303,793.75457,433.76076,811.51924,430.89354,829.25004,428.24062,847.01172,427.62248,864.83353,429.42656,882.67732,431.75092,900.49920,432.50004,900.4992,742.9996799999999,157.49952000000008,450.0003599999999,427.62248227498026,22.37787772501963
0,916.50048,450.50040,916.08308,447.38399,918.20773,439.58309,922.54037,438.30504,927.14344,441.78096,930.77529,445.56410,933.62993,450.27516,936.14741,455.40006,938.78501,460.34106,942.00000,464.50044,942.0,916.0830840385023,25.916915961497693,464.50044,438.30503553484806,26.195404465151967
0,847.49952,365.00004,875.31575,367.03891,902.23040,373.21854,928.72142,381.39885,955.23004,389.58671,981.70881,397.74322,1007.79232,407.08906,1033.32440,417.91992,1058.24633,430.10210,1082.49984,443.49984,1082.49984,847.4995200000002,235.00031999999976,443.49984,365.00004,78.4998
0,726.49920,387.49968,746.09751,396.31419,765.05693,406.46675,783.06703,418.16736,800.51866,430.72710,818.06855,443.15511,835.01739,456.32890,851.00040,470.70897,866.48598,485.66711,882.00000,500.50008,882.0,726.4991999999999,155.50080000000014,500.50008,387.49967999999996,113.00040000000007
0,748.50048,392.00004,773.10328,390.11292,797.83668,390.53583,822.19676,394.23232,846.13423,400.39973,869.92125,407.08857,893.21565,415.16156,915.73784,425.31545,937.49219,437.10144,958.50048,450.00036,958.50048,748.50048,210.0,450.00036,390.11291937988915,59.88744062011085
0,954.00000,395.50032,967.25047,390.51794,981.31055,391.57013,995.35305,393.94365,1008.70869,398.20946,1021.38922,404.62453,1033.86999,411.38953,1046.11702,418.37041,1057.90299,426.07204,1069.00032,435.00024,1069.00032,954.0000000000002,115.00031999999987,435.00024,390.5179431499086,44.482296850091416
0,998.00064,433.50012,1007.23575,435.77817,1016.24580,438.93902,1024.57948,443.45512,1032.35959,448.96388,1040.21414,454.37892,1048.17225,459.58955,1055.91853,465.04396,1063.13396,471.19625,1069.49952,478.50048,1069.49952,998.00064,71.4988800000001,478.50048,433.5001199999999,45.00036000000006
0,884.49984,420.50016,908.91565,424.69973,932.01640,433.35021,954.96991,442.65942,977.61173,452.48710,999.31265,464.32150,1020.88549,476.46868,1042.38461,488.64278,1063.14865,501.94303,1082.49984,517.50036,1082.49984,884.49984,198.0,517.50036,420.50015999999994,97.00020000000006
0,965.50080,513.00000,966.22100,508.01464,965.94817,500.72343,968.12641,494.88916,974.18371,493.52860,979.72888,496.28957,984.41088,500.37774,988.75627,504.76275,993.15592,509.08875,998.00064,513.00000,998.0006400000001,965.5008,32.49984000000006,513.0,493.52860308300683,19.47139691699317
0,882.00000,510.49980,898.58943,502.28747,916.16728,497.16838,934.15995,492.97586,952.20259,489.08217,970.47978,488.65393,988.91765,490.39489,1007.26909,491.92054,1025.35379,494.65997,1042.99968,500.50008,1042.99968,882.0,160.9996799999999,510.49979999999994,488.6539259791927,21.84587402080723
0,802.50048,399.99960,839.48494,405.97681,875.92705,414.40238,912.04226,424.29848,947.87870,435.18133,982.90812,448.28302,1017.21142,463.31923,1051.28928,478.85157,1084.63501,495.76362,1116.49920,515.50020,1116.4992,802.5004799999998,313.99872000000016,515.5002,399.99959999999993,115.50060000000002
0,843.50016,514.00008,858.70079,505.74680,874.91078,499.21859,891.81654,495.27275,909.11058,494.36177,926.52254,494.65483,943.82533,495.77320,960.78920,499.41789,977.00442,505.77777,992.00064,514.50012,992.00064,843.50016,148.50047999999992,514.50012,494.361771147443,20.138348852557044
0,802.50048,415.99980,837.81096,414.86024,873.11060,415.56277,908.35329,417.98644,943.43755,422.20963,978.05986,429.03277,1012.28867,437.81218,1046.39465,447.07547,1079.87108,458.12130,1112.00064,473.00004,1112.00064,802.50048,309.50015999999994,473.00004,414.86024478343006,58.13979521656995
0,842.49984,392.00004,881.83075,389.72922,921.31549,385.71332,960.71902,384.55274,999.92044,388.82818,1039.19771,393.91819,1078.33986,398.92603,1116.64110,408.24558,1154.45821,420.07265,1192.50048,430.49988,1192.5004800000002,842.49984,350.0006400000002,430.49988,384.55273526311504,45.94714473688498
0,898.99968,424.00044,943.17636,425.32839,987.44483,426.85021,1031.53992,430.24160,1075.28542,436.57908,1119.04822,443.26841,1162.76443,449.96397,1205.67960,460.46584,1248.27516,472.61996,1291.49952,481.99968,1291.49952,898.9996799999999,392.4998400000002,481.99968,424.0004399999999,57.9992400000001
0,993.50016,396.50040,1018.42092,388.81774,1043.91692,384.01189,1069.77078,381.57819,1095.76532,381.01278,1121.72715,381.98177,1147.57906,384.52867,1173.20585,388.80397,1198.41313,395.04580,1222.99968,403.49988,1222.99968,993.5001600000004,229.4995199999995,403.49988,381.01278244827097,22.48709755172905
0,988.99968,405.00000,1018.37305,398.25769,1048.26624,393.58445,1078.40896,391.43781,1108.53754,392.23871,1138.58239,395.32927,1168.52847,399.58113,1197.64526,407.15414,1226.04913,417.48178,1255.00032,425.99952,1255.0003199999999,988.9996800000005,266.0006399999994,425.99952,391.4378141987944,34.56170580120562
0,998.99904,408.00024,1027.11580,410.12897,1055.52524,409.83430,1083.82622,410.24292,1111.63311,414.32802,1138.85008,422.20620,1165.62048,431.60670,1191.87935,441.94358,1217.41181,453.85406,1242.00000,467.99964,1242.0,998.9990400000003,243.00095999999974,467.99964,408.0002400000001,59.99939999999992
0,958.99968,409.00032,987.19636,404.59474,1015.52946,399.39786,1044.03381,396.53600,1072.62126,398.56108,1100.58663,405.03072,1127.82327,413.93975,1154.92735,423.33603,1181.17798,434.60599,1205.50080,450.00036,1205.5008,958.99968,246.50112000000001,450.00036,396.5359992918718,53.4643607081282
0,994.50048,414.49968,1019.26263,415.87200,1044.28552,417.93298,1068.93025,422.05552,1092.58127,429.55040,1115.47230,439.46812,1138.75591,448.42510,1162.27885,456.61620,1185.15693,466.23646,1206.49920,479.49948,1206.4992,994.5004799999999,211.99872000000005,479.49948,414.49967999999996,64.99980000000005
0,1040.00064,482.99976,1045.20261,475.61824,1051.77221,468.32591,1059.95098,464.15672,1069.37729,464.11637,1078.62930,465.62981,1087.22377,469.03993,1095.17504,474.12808,1102.69534,479.93751,1110.00000,485.49996,1110.0,1040.0006400000002,69.9993599999998,485.49996000000004,464.1163682848603,21.383591715139744
0,1029.99936,480.99960,1037.20745,475.01241,1044.25666,468.73042,1051.69289,463.01982,1059.95270,458.60194,1068.87852,455.44723,1078.15078,454.00563,1087.46142,455.11636,1096.39348,458.36980,1104.49920,463.00032,1104.4992,1029.9993600000003,74.49983999999972,480.99959999999993,454.0056280186869,26.993971981313052
0,1045.00032,464.00040,1049.17026,464.54038,1051.98767,466.50116,1052.50371,471.02962,1053.76322,475.15758,1055.97077,478.57667,1058.58727,481.67864,1061.07362,484.85526,1062.89074,488.49829,1063.49952,492.99948,1063.49952,1045.0003199999999,18.4992000000002,492.99948,464.00039999999996,28.99908000000005
0,1045.00032,460.50012,1053.73520,455.13402,1062.99614,450.56636,1072.69766,447.09029,1082.75354,444.99642,1093.02857,444.40889,1103.30908,445.19852,1113.37622,447.35050,1123.01223,450.92916,1131.99936,455.99976,1131.99936,1045.0003199999999,86.99904000000015,460.50012000000015,444.40889202415417,16.09122797584598
0,1030.99968,469.49976,1041.71970,462.34079,1053.29854,464.19884,1065.47715,464.90041,1077.28278,465.58022,1087.83055,471.56618,1097.58722,479.14404,1106.95446,486.56213,1116.17773,494.08321,1125.50016,502.00020,1125.50016,1030.9996799999997,94.50048000000038,502.00019999999995,462.34079307525883,39.65940692474112
0,1038.00000,462.50028,1047.32455,458.44956,1057.01678,457.26128,1066.98427,457.41783,1077.10105,457.62149,1086.89665,458.83385,1095.86763,462.77697,1104.33099,468.43556,1112.85300,473.95998,1122.00000,477.50040,1122.0,1038.0,84.0,477.5004,457.2612784635638,20.239121536436187
0,1007.50080,467.49960,1012.35774,463.69649,1017.56267,459.15437,1023.31724,456.14158,1029.68056,456.41915,1035.92101,458.91916,1041.50745,462.24002,1046.67778,466.03088,1051.73955,470.03613,1057.00032,474.00012,1057.00032,1007.5008000000004,49.499519999999734,474.00012,456.1415839960779,17.858536003922097
0,1018.99968,456.49980,1026.45476,451.00820,1034.59042,446.00047,1043.44568,443.00854,1052.82076,443.23809,1061.63971,446.51984,1069.17497,452.07119,1075.56158,458.97253,1081.57097,466.26794,1088.00064,473.00004,1088.00064,1018.9996800000005,69.00095999999951,473.00004,443.0085358945546,29.991504105445415
0,1024.50048,451.00044,1032.51099,445.55276,1039.46625,437.96482,1046.58237,430.68346,1055.06357,426.13665,1065.01104,425.00821,1074.93175,425.25104,1084.81361,426.43691,1094.08058,429.63546,1101.50016,436.50036,1101.50016,1024.5004800000004,76.99967999999967,451.0004400000002,425.00820780634854,25.99223219365166
0,948.00000,497.49984,964.27799,500.02564,980.41531,503.40226,996.02108,508.76523,1010.50952,516.66766,1023.40574,526.90658,1035.46698,538.18248,1047.37286,549.56509,1059.32509,560.88188,1071.50016,572.00040,1071.50016,948.0000000000001,123.50015999999994,572.0004,497.49984000000006,74.50055999999995
0,817.00032,459.50004,840.24043,458.64956,863.53859,458.60696,886.78402,459.80503,909.87286,462.62047,932.77583,466.82673,955.49965,471.91121,977.99357,477.85472,1000.18483,484.82734,1022.00064,492.99948,1022.00064,817.00032,205.00032,492.99948,458.6069576797414,34.39252232025859
0,746.00064,427.49964,772.89084,424.98177,799.52803,427.58269,826.22576,431.24398,852.90972,434.62204,878.83763,441.31844,904.31185,450.13901,929.85803,458.52394,955.09164,467.59639,979.49952,479.00052,979.4995200000001,746.0006399999997,233.49888000000033,479.00052,424.98176890801307,54.01875109198693
0,1040.49984,516.00024,1032.36047,503.88670,1023.46640,492.46202,1014.13887,481.41749,1004.69914,470.44440,995.46844,459.23404,986.52341,447.72839,976.58811,437.25559,965.14404,428.33690,955.00032,417.99996,1040.4998400000002,955.00032,85.49952000000019,516.00024,417.99996000000004,98.00027999999992
0,1025.50080,494.99964,1018.45128,475.62159,1009.76435,457.00194,1000.31455,438.73109,990.97533,420.40000,982.25908,401.76938,973.80429,383.01116,965.64584,364.13022,958.35724,344.89463,951.50016,325.50012,1025.5008,951.5001599999999,74.00064000000009,494.99964,325.50012000000004,169.49951999999996
0,1044.00000,493.49952,1037.98201,480.96088,1032.05407,468.38246,1026.09856,455.81972,1019.99789,443.32816,1013.63444,430.96325,1006.96784,418.74359,1000.82410,406.27397,995.76695,393.30172,988.50048,381.50028,1043.9999999999998,988.5004799999999,55.49951999999985,493.4995200000001,381.50028000000003,111.99924000000004
0,1022.49984,492.99948,1014.85776,483.22060,1007.57638,473.15774,1000.37526,463.03019,992.97396,453.05725,985.09230,443.45803,976.70816,434.27002,968.51762,425.01882,960.23919,415.63751,949.49952,410.00040,1022.4998400000004,949.49952,73.00032000000044,492.9994800000002,410.0004,82.99908000000016
0,878.49984,534.99960,901.15044,534.62600,923.63774,536.27120,946.05983,539.01593,968.51127,541.95936,990.87426,545.29981,1012.73034,550.80074,1033.99942,558.59196,1054.86086,567.54373,1075.49952,576.49968,1075.49952,878.4998399999998,196.99968000000024,576.49968,534.6259996388201,41.873680361179936
0,1011.00096,487.00008,1006.64534,470.08639,1002.61069,453.07098,999.07218,435.94633,996.20501,418.70495,994.08471,401.35293,991.75677,384.03699,988.63919,366.83824,986.99723,349.44090,987.99936,331.99956,1011.0009599999998,986.997233548719,24.00372645128084,487.00008,331.99956,155.00052000000005
0,844.99968,460.00008,855.48249,450.77720,868.34012,444.56820,882.20353,443.93404,895.93931,447.51229,909.11750,452.31948,921.99151,457.90963,934.50271,464.33750,946.41725,471.80116,957.50016,480.49956,957.5001599999999,844.9996800000001,112.50047999999981,480.49956,443.9340401392056,36.56551986079438
0,807.99936,442.49976,829.25897,434.36465,851.38040,433.09957,873.67835,435.14258,895.67624,438.92682,917.21755,444.76341,938.51457,451.62839,959.58573,459.05339,980.05073,467.86893,999.50016,479.00052,999.5001599999999,807.9993599999999,191.50080000000003,479.00052,433.09957223288006,45.90094776711993
0,1026.00000,495.49968,1018.76038,487.84220,1011.22994,480.49884,1003.65771,473.20748,996.29273,465.70599,989.38385,457.73247,982.85879,449.39100,975.68574,441.87169,967.74231,434.77475,958.50048,430.99992,1026.0,958.50048,67.49951999999996,495.4996799999999,430.99992,64.49975999999992
0,1006.50048,461.00016,1001.07406,448.46713,995.47551,435.99025,989.92633,423.48634,984.64798,410.87226,979.86195,398.06481,975.68304,385.02340,971.07243,372.16760,965.13480,359.85283,960.49920,346.99968,1006.5004800000002,960.4992000000001,46.001280000000065,461.0001600000001,346.99968,114.0004800000001
0,1022.00064,478.00044,1014.88579,468.89752,1007.42400,460.17326,999.77316,451.64480,992.09117,443.12927,984.53594,434.44380,977.14865,425.53962,968.86567,417.63766,958.69139,412.21133,947.50080,409.50036,1022.00064,947.5008,74.49983999999995,478.00044,409.50036,68.50008000000003
0,908.00064,474.00012,929.66067,477.02283,951.28100,481.14877,972.20610,487.58076,992.16747,496.61120,1012.35015,505.12371,1032.93986,512.64679,1052.91258,521.68646,1071.98332,532.51251,1089.99936,545.00040,1089.99936,908.00064,181.99872000000005,545.0004,474.0001199999999,71.00028000000009
0,958.50048,522.49968,955.43642,518.45946,952.36447,514.33093,949.29319,510.14734,946.23115,505.94195,943.18691,501.74802,940.16906,497.59881,937.25427,493.46869,935.49929,488.48493,936.49920,489.50028,958.5004800000003,935.4992891684847,23.0011908315156,522.4996800000002,488.4849334967356,34.01474650326463
0,948.00000,471.99996,951.64636,461.49052,957.74578,452.51588,965.82966,445.15427,975.42469,439.62209,986.00089,437.68155,997.00734,438.57943,1007.94272,439.22949,1018.40258,441.32369,1028.00064,447.50016,1028.00064,948.0000000000002,80.00063999999975,471.99996,437.6815492092799,34.318410790720066
0,948.49920,470.99988,947.21620,474.95612,949.35241,480.65522,950.23536,485.89872,952.04963,490.80561,955.10511,495.48931,958.79256,500.05027,962.49726,504.58882,965.60449,509.20531,967.49952,514.00008,967.49952,947.2161966241013,20.283323375898703,514.00008,470.99988000000013,43.00019999999989
